"(Server Name, Domain)",Servers known in domain
"('i.root-servers.net', 'gr')","{'gr-at.ics.forth.gr.', 'gr-d.ics.forth.gr.', 'estia.ics.forth.gr.', 'grdns.ics.forth.gr.', 'gr-c.ics.forth.gr.', 'gr-m.ics.forth.gr.'}"
"('b.dns.kr.', 'ac.kr')","{'f.dns.kr.', 'c.dns.kr.', 'b.dns.kr.', 'e.dns.kr.', 'g.dns.kr.', 'd.dns.kr.'}"
"('a.root-servers.net', 'su')","{'a.dns.ripn.net.', 'd.dns.ripn.net.', 'e.dns.ripn.net.', 'b.dns.ripn.net.', 'f.dns.ripn.net.'}"
"('f.gtld-servers.net.', 'stackexchange.com')","{'ns-cloud-d1.googledomains.com.', 'ns-925.awsdns-51.net.', 'ns-1029.awsdns-00.org.', 'ns-cloud-d2.googledomains.com.'}"
"('h.root-servers.net', 'dk')","{'b.nic.dk.', 'p.nic.dk.', 'c.nic.dk.', 's.nic.dk.', 'l.nic.dk.', 'a.nic.dk.'}"
"('l.root-servers.net', 'org')","{'a2.org.afilias-nst.info.', 'c0.org.afilias-nst.info.', 'd0.org.afilias-nst.org.', 'b0.org.afilias-nst.org.', 'a0.org.afilias-nst.info.', 'b2.org.afilias-nst.org.'}"
"('e.dns.cn.', 'edu.cn')","{'ns2.cernet.net.', 'dns.edu.cn.', 'deneb.dfn.de.', 'ns2.cuhk.hk.', 'dns2.edu.cn.'}"
"('e.root-servers.net', 'mo')","{'b.monic.mo.', 'ns17.cdns.net.', 'd.monic.mo.', 'e.monic.mo.', 'ns2.cuhk.edu.hk.', 'a.monic.mo.', 'c.monic.mo.'}"
"('e.root-servers.net', 'cx')","{'ns.anycast.nic.cx.', 'ns.cocca.fr.'}"
"('e.root-servers.net', 'id')","{'c.dns.id.', 'b.dns.id.', 'e.dns.id.', 'ns4.apnic.net.', 'd.dns.id.'}"
"('g.gtld-servers.net.', 'pinterest.com')","{'ns2.pinterest.com.', 'ns7.pinterest.com.', 'ns6.pinterest.com.', 'ns5.pinterest.com.', 'ns8.pinterest.com.', 'ns3.pinterest.com.', 'ns1.pinterest.com.', 'ns4.pinterest.com.'}"
"('e.gtld-servers.net.', 'com')","{'e.gtld-servers.net.', 'c.gtld-servers.net.', 'd.gtld-servers.net.', 'k.gtld-servers.net.', 'l.gtld-servers.net.', 'j.gtld-servers.net.', 'h.gtld-servers.net.', 'g.gtld-servers.net.', 'i.gtld-servers.net.', 'a.gtld-servers.net.', 'm.gtld-servers.net.', 'b.gtld-servers.net.', 'f.gtld-servers.net.'}"
"('h.root-servers.net', 'scot')","{'anycast24.irondns.net.', 'anycast9.irondns.net.', 'anycast23.irondns.net.', 'anycast10.irondns.net.'}"
"('i.root-servers.net', 'cc')","{'ac1.nstld.com.', 'ac4.nstld.com.', 'ac2.nstld.com.', 'ac3.nstld.com.'}"
"('f.twnic.net.tw.', 'net.tw')","{'h.twnic.net.tw.', 'g.twnic.net.tw.', 'b.twnic.net.tw.', 'e.twnic.net.tw.', 'a.twnic.net.tw.', 'anytld.apnic.net.', 'i.dns.tw.', 'c.twnic.net.tw.', 'd.twnic.net.tw.', 'h.dns.tw.', 'f.twnic.net.tw.'}"
"('g.root-servers.net', 'nf')","{'ns.cocca.fr.', 'ns.anycast.nic.nf.'}"
"('d.dns.ripn.net.', 'ok.ru')","{'ns2.ok.ru.', 'ns1.ok.ru.', 'ns3.ok.ru.'}"
"('demand.delta.aridns.net.au.', 'football')","{'demand.beta.aridns.net.au.', 'demand.alpha.aridns.net.au.', 'demand.gamma.aridns.net.au.', 'demand.delta.aridns.net.au.'}"
"('g.gtld-servers.net.', 'aliexpress.com')","{'nsp.alibabaonline.com.', 'nshz.alibabaonline.com.', 'ns8.alibabaonline.com.', 'nsp2.alibabaonline.com.'}"
"('j.root-servers.net', 'ca')","{'x.ca-servers.ca.', 'any.ca-servers.ca.', 'c.ca-servers.ca.', 'j.ca-servers.ca.'}"
"('gr-at.ics.forth.gr.', 'gr')","{'gr-at.ics.forth.gr.', 'gr-d.ics.forth.gr.', 'estia.ics.forth.gr.', 'grdns.ics.forth.gr.', 'gr-c.ics.forth.gr.', 'gr-m.ics.forth.gr.'}"
"('c.root-servers.net', 'travel')","{'c.gtld.travel.', 'a.gtld.travel.', 'd.gtld.travel.', 'f.gtld.travel.', 'b.gtld.travel.', 'e.gtld.travel.'}"
"('k.gtld-servers.net.', 'aliexpress.com')","{'nsp.alibabaonline.com.', 'nshz.alibabaonline.com.', 'ns8.alibabaonline.com.', 'nsp2.alibabaonline.com.'}"
"('e.dns.tw.', 'edu.tw')","{'moemoon.edu.tw.', 'b.twnic.net.tw.', 'a.twnic.net.tw.', 'moestar.edu.tw.', 'c.twnic.net.tw.', 'd.twnic.net.tw.'}"
"('f.root-servers.net', 'uy')","{'a.nic.uy.', 'ns1.anteldata.com.uy.', 'ns.dns.br.', 'ns2.anteldata.com.uy.', 'd.nic.uy.', 'b.nic.uy.', 'ns3.nic.mx.', 'sns-pb.isc.org.'}"
"('f.root-servers.net', 'site')","{'a.nic.site.', 'd.nic.site.', 'b.nic.site.', 'c.nic.site.'}"
"('ns.uu.net.', 'ge')","{'ns2.nic.fr.', 'ge.hostmaster.ua.', 'ns.uu.net.', 'ns.nic.ge.'}"
"('1.ns.ph.', 'com.ph')",{'ph-tld-ns.dot.ph.'}
"('c.root-servers.net', 'ci')","{'ns1.nic.ci.', 'ci.hosting.nic.fr.', 'ns-ci.afrinic.net.', 'ns.nic.ci.', 'phloem.uoregon.edu.', 'censvrns0001.ird.fr.', 'any.nic.ci.'}"
"('f.root-servers.net', 'kz')","{'ns1.nic.kz.', 'ns.nic.kz.'}"
"('sns-pb.isc.org.', 'il')","{'ilns.ilan.net.il.', 'nse.ns.il.', 'nsa.ns.il.', 'lookup.iucc.ac.il.', 'ns2.ns.il.', 'ns1.ns.il.', 'sns-pb.isc.org.', 'nsb.ns.il.', 'ns3.ns.il.'}"
"('k.gtld-servers.net.', 'roodo.com')","{'ns2.youthwant.com.tw.', 'ns1.youthwant.com.tw.'}"
"('e-dns.pl.', 'pl')","{'f-dns.pl.', 'a-dns.pl.', 'b-dns.pl.', 'c-dns.pl.', 'i-dns.pl.', 'e-dns.pl.', 'g-dns.pl.', 'h-dns.pl.', 'd-dns.pl.'}"
"('m.root-servers.net', 'ai')","{'pch.whois.ai.', 'ns2.offshore.ai.', 'ns.cocca.fr.', 'ns1.pair.com.', 'whois.ai.'}"
"('a.root-servers.net', 'ovh')","{'d.nic.fr.', 'g.ext.nic.fr.', 'f.ext.nic.fr.'}"
"('y.hkirc.net.hk.', 'org.hk')","{'w.hkirc.net.hk.', 'v.hkirc.net.hk.', 'z.hkirc.net.hk.', 'd.hkirc.net.hk.', 'y.hkirc.net.hk.', 't.hkirc.net.hk.', 'u.hkirc.net.hk.', 'c.hkirc.net.hk.', 'x.hkirc.net.hk.'}"
"('m.root-servers.net', 'report')","{'demand.beta.aridns.net.au.', 'demand.gamma.aridns.net.au.', 'demand.delta.aridns.net.au.', 'demand.alpha.aridns.net.au.'}"
"('ns1.jdcache.com.', 'jd.com')","{'ns2.jdcache.com.', 'ns3.jdcache.com.', 'ns4.jd.com.', 'ns3.jd.com.', 'ns1.jdcache.com.', 'ns2.jd.com.', 'ns1.jd.com.', 'ns4.jdcache.com.'}"
"('i.gtld-servers.net.', 'ssl-images-amazon.com')","{'ns3.p31.dynect.net.', 'ns1.p31.dynect.net.', 'ns4.p31.dynect.net.', 'pdns6.ultradns.co.uk.', 'ns2.p31.dynect.net.', 'pdns1.ultradns.net.'}"
"('h.root-servers.net', 'cy')","{'ns1.ucy.ac.cy.', 'cynic6.dns.cy.', 'estia.ics.forth.gr.', 'ns02.savvis.net.', 'ns2.ucy.ac.cy.', 'cy-ns.anycast.pch.net.', 'cynic.dns.cy.', 'cynic4.dns.cy.', 'ns4.apnic.net.'}"
"('nsa.nic.uk.', 'me.uk')","{'dns2.nic.uk.', 'nsb.nic.uk.', 'nsc.nic.uk.', 'dns3.nic.uk.', 'dns4.nic.uk.', 'dns1.nic.uk.', 'nsa.nic.uk.', 'nsd.nic.uk.'}"
"('l.root-servers.net', 'edu')","{'d.edu-servers.net.', 'a.edu-servers.net.', 'c.edu-servers.net.', 'l.edu-servers.net.', 'f.edu-servers.net.', 'g.edu-servers.net.'}"
"('d.root-servers.net', 'be')","{'y.ns.dns.be.', 'd.ns.dns.be.', 'c.ns.dns.be.', 'b.ns.dns.be.', 'a.ns.dns.be.', 'x.ns.dns.be.'}"
"('pch.ltt.ly.', 'ly')","{'dns.lttnet.net.', 'ns-ly.afrinic.net.', 'pch.ltt.ly.', 'dns1.lttnet.net.', 'phloem.uoregon.edu.'}"
"('nsza.is.co.za.', 'za')","{'nsza.is.co.za.', 'za-ns.anycast.pch.net.', 'za1.dnsnode.net.', 'sns-pb.isc.org.'}"
"('g.gtld-servers.net.', '1688.com')","{'nsp.alibabaonline.com.', 'nshz.alibabaonline.com.', 'ns8.alibabaonline.com.', 'nsp2.alibabaonline.com.'}"
"('ns0.wikimedia.org.', 'wikipedia.org')","{'ns0.wikimedia.org.', 'ns2.wikimedia.org.', 'ns1.wikimedia.org.'}"
"('d.root-servers.net', 'ru')","{'a.dns.ripn.net.', 'e.dns.ripn.net.', 'd.dns.ripn.net.', 'b.dns.ripn.net.', 'f.dns.ripn.net.'}"
"('i.root-servers.net', 'college')","{'d.nic.college.', 'a.nic.college.', 'c.nic.college.', 'b.nic.college.'}"
"('ns3.ok.ru.', 'ok.ru')","{'ns2.ok.ru.', 'ns1.ok.ru.', 'ns3.ok.ru.'}"
"('m.root-servers.net', 'pe')","{'pch.rcp.pe.', 'quipu.rcp.net.pe.', 'pe1.dnsnode.net.', 'sns-pb.isc.org.'}"
"('f.root-servers.net', 'mil')","{'eur1.nipr.mil.', 'eur2.nipr.mil.', 'pac1.nipr.mil.', 'pac2.nipr.mil.', 'con2.nipr.mil.', 'con1.nipr.mil.'}"
"('demand.delta.aridns.net.au.', 'social')","{'demand.beta.aridns.net.au.', 'demand.gamma.aridns.net.au.', 'demand.delta.aridns.net.au.', 'demand.alpha.aridns.net.au.'}"
"('c.mx-ns.mx.', 'com.mx')","{'o.mx-ns.mx.', 'e.mx-ns.mx.', 'i.mx-ns.mx.', 'x.mx-ns.mx.', 'm.mx-ns.mx.', 'c.mx-ns.mx.'}"
"('dns1.nic.uk.', 'me.uk')","{'dns2.nic.uk.', 'nsb.nic.uk.', 'nsc.nic.uk.', 'dns3.nic.uk.', 'dns4.nic.uk.', 'dns1.nic.uk.', 'nsa.nic.uk.', 'nsd.nic.uk.'}"
"('j.root-servers.net', 'mx')","{'o.mx-ns.mx.', 'i.mx-ns.mx.', 'e.mx-ns.mx.', 'x.mx-ns.mx.', 'm.mx-ns.mx.', 'c.mx-ns.mx.'}"
"('a.root-servers.net', 'tt')","{'ripe.nic.tt.', 'ns3.nic.mx.', 'sns-pb.isc.org.', 'pch.nic.tt.'}"
"('f.root-servers.net', 'la')","{'ns4.nic.la.', 'ns3.nic.la.', 'ns1.nic.la.', 'ns2.nic.la.'}"
"('dns2.nic.uk.', 'nike-airmax90.uk')",{'dns1.nic.uk.'}
"('g.gtld-servers.net.', 'fang.com')","{'ns1.soufun.com.', 'ns.soufun.com.', 'ns3.soufun.com.'}"
"('d.root-servers.net', 'tt')","{'ripe.nic.tt.', 'ns3.nic.mx.', 'sns-pb.isc.org.', 'pch.nic.tt.'}"
"('h.gtld-servers.net.', 'jd.com')","{'ns2.jdcache.com.', 'ns3.jdcache.com.', 'ns4.jdcache.com.', 'ns1.jdcache.com.'}"
"('i.root-servers.net', 'name')","{'ac4.nstld.com.', 'ac1.nstld.com.', 'ac2.nstld.com.', 'ac3.nstld.com.'}"
"('i.root-servers.net', 'ir')","{'ns5.univie.ac.at.', 'a.nic.ir.', 'b.nic.ir.', 'ir.cctld.authdns.ripe.net.'}"
"('g.root-servers.net', 'tw')","{'f.dns.tw.', 'ns.twnic.net.', 'b.dns.tw.', 'anytld.apnic.net.', 'a.dns.tw.', 'g.dns.tw.', 'e.dns.tw.', 'i.dns.tw.', 'd.dns.tw.', 'h.dns.tw.', 'c.dns.tw.'}"
"('barney.advsys.co.uk.', 'gov.im')","{'pebbles.iom.com.', 'barney.advsys.co.uk.', 'hoppy.iom.com.'}"
"('nsb.nic.uk.', 'co.uk')","{'dns2.nic.uk.', 'nsb.nic.uk.', 'nsc.nic.uk.', 'dns3.nic.uk.', 'dns4.nic.uk.', 'dns1.nic.uk.', 'nsa.nic.uk.', 'nsd.nic.uk.'}"
"('ns6.cctld.co.', 'co')","{'ns4.cctld.co.', 'ns6.cctld.co.', 'ns5.cctld.co.', 'ns3.cctld.co.', 'ns1.cctld.co.', 'ns2.cctld.co.'}"
"('g.gtld-servers.net.', 'naver.com')","{'ns2.naver.com.', 'ns1.naver.com.'}"
"('c.root-servers.net', 'lb')","{'ns1.dns.aq.', 'zeina.aub.edu.lb.', 'rip.psg.com.', 'fork.sth.dnsnode.net.'}"
"('dsany3.sgnic.sg.', 'sg')","{'dsany3.sgnic.sg.', 'dsany.sgnic.sg.', 'dsany2.sgnic.sg.', 'ns2.cuhk.edu.hk.', 'ns4.apnic.net.', 'sg-ns.anycast.pch.net.'}"
"('f.dns.cn.', 'gov.cn')","{'d.dns.cn.', 'cns.cernet.net.', 'b.dns.cn.', 'g.dns.cn.', 'e.dns.cn.', 'f.dns.cn.', 'c.dns.cn.', 'a.dns.cn.'}"
"('ns.cocca.fr.', 'nf')","{'ns.cocca.fr.', 'ns.anycast.nic.nf.'}"
"('j.root-servers.net', 'fi')","{'c.fi.', 'h.fi.', 'g.fi.', 'f.fi.', 'i.fi.', 'b.fi.', 'a.fi.', 'd.fi.', 'e.fi.'}"
"('dns3.p09.nsone.net.', 'here.com')","{'dns1.p09.nsone.net.', 'ns04.heredns.com.', 'pdns2.ultradns.net.', 'pdns4.ultradns.org.', 'dns4.p09.nsone.net.', 'ns01.heredns.com.', 'ns02.heredns.com.', 'ns03.heredns.com.', 'dns2.p09.nsone.net.', 'dns3.p09.nsone.net.', 'pdns1.ultradns.net.', 'pdns3.ultradns.org.'}"
"('d.root-servers.net', 've')","{'ns2.nic.ve.', 'ns1.nic.ve.', 'ns-ext.nic.cl.', 'azmodan.ula.ve.', 'ns3.nic.ve.', 'sns-pb.isc.org.', 'ns4.nic.ve.'}"
"('d.root-servers.net', 'uy')","{'a.nic.uy.', 'ns1.anteldata.com.uy.', 'ns.dns.br.', 'ns2.anteldata.com.uy.', 'd.nic.uy.', 'b.nic.uy.', 'ns3.nic.mx.', 'sns-pb.isc.org.'}"
"('ns1.cctld.co.', 'com.co')",{'ns1.cctld.co.'}
"('b.root-servers.net', 'pw')","{'ns2.nic.pw.', 'ns3.nic.pw.', 'ns4.nic.pw.', 'ns1.nic.pw.'}"
"('dns3.nic.uk.', 'yeezyboost-350.uk')","{'f1g1ns2.dnspod.net.', 'f1g1ns1.dnspod.net.'}"
"('l.root-servers.net', 'host')","{'d.nic.host.', 'c.nic.host.', 'a.nic.host.', 'b.nic.host.'}"
"('ns6.dns.ws.', 'ws')","{'ns6.dns.ws.', 'ns7.dns.ws.', 'ns4.dns.ws.', 'ns3.dns.ws.', 'ns2.dns.ws.', 'ns5.dns.ws.'}"
"('i.root-servers.net', 'at')","{'j.ns.at.', 'r.ns.at.', 'ns2.univie.ac.at.', 'u.ns.at.', 'ns9.univie.ac.at.', 'd.ns.at.', 'ns1.univie.ac.at.', 'n.ns.at.'}"
"('ns1.anteldata.com.uy.', 'uy')","{'ns.dns.br.', 'ns2.anteldata.com.uy.', 'ns1.anteldata.com.uy.', 'a.nic.uy.', 'd.nic.uy.', 'b.nic.uy.', 'ns3.nic.mx.', 'sns-pb.isc.org.'}"
"('m.root-servers.net', 'il')","{'ilns.ilan.net.il.', 'nse.ns.il.', 'nsa.ns.il.', 'lookup.iucc.ac.il.', 'ns2.ns.il.', 'ns1.ns.il.', 'sns-pb.isc.org.', 'nsb.ns.il.', 'ns3.ns.il.'}"
"('d.twnic.net.tw.', 'gov.tw')","{'h.twnic.net.tw.', 'g.twnic.net.tw.', 'b.twnic.net.tw.', 'e.twnic.net.tw.', 'a.twnic.net.tw.', 'c.twnic.net.tw.', 'd.twnic.net.tw.', 'f.twnic.net.tw.'}"
"('c.gtld-servers.net.', '1688.com')","{'nsp.alibabaonline.com.', 'nshz.alibabaonline.com.', 'ns8.alibabaonline.com.', 'nsp2.alibabaonline.com.'}"
"('m.root-servers.net', 'asia')","{'c0.asia.afilias-nst.info.', 'd0.asia.afilias-nst.asia.', 'b2.asia.afilias-nst.org.', 'b0.asia.afilias-nst.asia.', 'a0.asia.afilias-nst.info.', 'a2.asia.afilias-nst.info.'}"
"('a.nic.space.', 'space')","{'b.nic.space.', 'c.nic.space.', 'a.nic.space.', 'd.nic.space.'}"
"('h.root-servers.net', 'si')","{'j.dns.si.', 'i.dns.si.', 'b.dns.si.', 'f.dns.si.', 'g.dns.si.', 'c.dns.si.', 'h.dns.si.'}"
"('ns1.magic.mn.', 'gov.mn')","{'ns1.gov.mn.', 'ns4.gov.mn.', 'ns.gov.mn.', 'ns3.gov.mn.'}"
"('a.gtld.travel.', 'travel')","{'c.gtld.travel.', 'a.gtld.travel.', 'd.gtld.travel.', 'f.gtld.travel.', 'b.gtld.travel.', 'e.gtld.travel.'}"
"('nl.dns.eu.', 'eu')","{'z.dns.eu.', 'nl.dns.eu.', 'cz.dns.eu.', 'y.dns.eu.', 'x.dns.eu.', 'uk.dns.eu.', 'si.dns.eu.'}"
"('k.root-servers.net', 'ke')","{'ns2.dns.business.', 'mzizi.kenic.or.ke.', 'kenic.anycastdns.cz.', 'ns-ke.afrinic.net.', 'ns.anycast.kenic.or.ke.'}"
"('gene.ns.cloudflare.com.', 'dwcdn.net')","{'kai.ns.cloudflare.com.', 'gene.ns.cloudflare.com.'}"
"('ns1.tld.sy.', 'sy')","{'sy.cctld.authdns.ripe.net.', 'ns1.tld.sy.', 'pch.anycast.tld.sy.'}"
"('g.dns.cn.', 'org.cn')","{'cns.cernet.net.', 'd.dns.cn.', 'b.dns.cn.', 'g.dns.cn.', 'f.dns.cn.', 'e.dns.cn.', 'c.dns.cn.', 'a.dns.cn.'}"
"('ns4.fornex.com.', 'admitad.com')","{'ns3.fornex.com.', 'ns1.fornex.com.', 'ns4.fornex.com.', 'ns2.fornex.com.'}"
"('c.root-servers.net', 'by')","{'dns6.tld.tutby.com.', 'dns1.tld.tutby.com.', 'dns2.tld.tutby.com.', 'dns3.tld.tutby.com.', 'dns4.tld.tutby.com.', 'dns7.tld.tutby.com.', 'dns5.tld.tutby.com.'}"
"('dns4.nic.uk.', 'nikehuarache.uk')",{'dns1.nic.uk.'}
"('e.root-servers.net', 'lb')","{'ns1.dns.aq.', 'zeina.aub.edu.lb.', 'rip.psg.com.', 'fork.sth.dnsnode.net.'}"
"('d0.info.afilias-nst.org.', 'info')","{'b0.info.afilias-nst.org.', 'b2.info.afilias-nst.org.', 'd0.info.afilias-nst.org.', 'c0.info.afilias-nst.info.', 'a2.info.afilias-nst.info.', 'a0.info.afilias-nst.info.'}"
"('f.nic.es.', 'es')","{'ns1.cesca.es.', 'g.nic.es.', 'ns-ext.nic.cl.', 'f.nic.es.', 'ns3.nic.fr.', 'a.nic.es.', 'sns-pb.isc.org.'}"
"('nsd.nic.uk.', 'sch.uk')","{'dns2.nic.uk.', 'nsb.nic.uk.', 'nsc.nic.uk.', 'dns3.nic.uk.', 'dns4.nic.uk.', 'dns1.nic.uk.', 'nsa.nic.uk.', 'nsd.nic.uk.'}"
"('e.gtld-servers.net.', 'jd.com')","{'ns2.jdcache.com.', 'ns3.jdcache.com.', 'ns4.jdcache.com.', 'ns1.jdcache.com.'}"
"('l.root-servers.net', 'ws')","{'ns3.dns.ws.', 'ns6.dns.ws.', 'ns7.dns.ws.', 'ns4.dns.ws.', 'ns2.dns.ws.', 'ns5.dns.ws.'}"
"('a.root-servers.net', 'mo')","{'b.monic.mo.', 'ns17.cdns.net.', 'e.monic.mo.', 'd.monic.mo.', 'ns2.cuhk.edu.hk.', 'a.monic.mo.', 'c.monic.mo.'}"
"('m.root-servers.net', 'st')","{'dns-us.st.', 'dns-au.st.', 'dns-st.bahnhof.net.', 'ns1.bahnhof.net.'}"
"('sns-pb.isc.org.', 'gt')","{'ns.dns.br.', 'sns-pb.isc.org.', 'pch.gt.', 'a.lactld.org.', 'ns3.nic.mx.'}"
"('f.dns.tw.', 'com.tw')","{'h.twnic.net.tw.', 'g.twnic.net.tw.', 'b.twnic.net.tw.', 'a.twnic.net.tw.', 'e.twnic.net.tw.', 'anytld.apnic.net.', 'i.dns.tw.', 'c.twnic.net.tw.', 'd.twnic.net.tw.', 'h.dns.tw.', 'f.twnic.net.tw.'}"
"('michael.vatican.va.', 'va')","{'osiris.namex.it.', 'seth.namex.it.', 'dns.nic.it.', 'john.vatican.va.', 'michael.vatican.va.', 'va.cctld.authdns.ripe.net.'}"
"('l.root-servers.net', 'today')","{'demand.beta.aridns.net.au.', 'demand.alpha.aridns.net.au.', 'demand.delta.aridns.net.au.', 'demand.gamma.aridns.net.au.'}"
"('e.dns.jp.', 'or.jp')",{'z.dns.jp.'}
"('l.gtld-servers.net.', 'adjust.com')","{'ns02.adjust.works.', 'dns1.p09.nsone.net.', 'dns2.p09.nsone.net.', 'ns01.adjust.works.'}"
"('h.root-servers.net', 'sn')","{'ns-sn.nic.fr.', 'ns.ucad.sn.', 'sn.cctld.authdns.ripe.net.', 'ns1.sonatel.sn.', 'censvrns0001.ird.fr.'}"
"('i.root-servers.net', 'ws')","{'ns3.dns.ws.', 'ns6.dns.ws.', 'ns7.dns.ws.', 'ns4.dns.ws.', 'ns2.dns.ws.', 'ns5.dns.ws.'}"
"('p.nic.dk.', 'dk')","{'b.nic.dk.', 'p.nic.dk.', 'c.nic.dk.', 's.nic.dk.', 'l.nic.dk.', 'a.nic.dk.'}"
"('bd-ns.anycast.pch.net.', 'com.bd')","{'surma.btcl.net.bd.', 'jamuna.btcl.net.bd.', 'dns.bd.', 'bd-ns.anycast.pch.net.'}"
"('dns-ro.denic.de.', 'ro')","{'sec-dns-b.rotld.ro.', 'sec-dns-a.rotld.ro.', 'primary.rotld.ro.', 'dns-ro.denic.de.', 'dns-at.rotld.ro.', 'sns-pb.isc.org.'}"
"('ns-576.awsdns-08.net.', 'cnn.com')","{'ns-1086.awsdns-07.org.', 'ns-47.awsdns-05.com.', 'ns-1630.awsdns-11.co.uk.', 'ns-576.awsdns-08.net.'}"
"('d.ns.dns.be.', 'be')","{'y.ns.dns.be.', 'd.ns.dns.be.', 'c.ns.dns.be.', 'b.ns.dns.be.', 'a.ns.dns.be.', 'x.ns.dns.be.'}"
"('ns3.dns.ws.', 'ws')","{'ns6.dns.ws.', 'ns7.dns.ws.', 'ns4.dns.ws.', 'ns3.dns.ws.', 'ns2.dns.ws.', 'ns5.dns.ws.'}"
"('m.root-servers.net', 'sk')","{'e.tld.sk.', 'a.tld.sk.', 'f.tld.sk.', 'c.tld.sk.', 'b.tld.sk.', 'h.tld.sk.', 'g.tld.sk.'}"
"('c.tld.sk.', 'sk')","{'a.tld.sk.', 'e.tld.sk.', 'f.tld.sk.', 'c.tld.sk.', 'b.tld.sk.', 'h.tld.sk.', 'g.tld.sk.'}"
"('i.gtld-servers.net.', 'fang.com')","{'ns1.soufun.com.', 'ns.soufun.com.', 'ns3.soufun.com.'}"
"('ns1.p31.dynect.net.', 'ssl-images-amazon.com')","{'ns3.p31.dynect.net.', 'ns1.p31.dynect.net.', 'ns4.p31.dynect.net.', 'pdns6.ultradns.co.uk.', 'ns2.p31.dynect.net.', 'pdns1.ultradns.net.'}"
"('b.root-servers.net', 'rs')","{'l.nic.rs.', 'b.nic.rs.', 'k.nic.rs.', 'g.nic.rs.', 'a.nic.rs.', 'h.nic.rs.', 'f.nic.rs.'}"
"('h.gtld-servers.net.', 'here.com')","{'dns1.p09.nsone.net.', 'ns04.heredns.com.', 'pdns2.ultradns.net.', 'pdns4.ultradns.org.', 'dns4.p09.nsone.net.', 'ns01.heredns.com.', 'dns2.p09.nsone.net.', 'ns02.heredns.com.', 'ns03.heredns.com.', 'dns3.p09.nsone.net.', 'pdns1.ultradns.net.', 'pdns3.ultradns.org.'}"
"('k.root-servers.net', 'ru')","{'e.dns.ripn.net.', 'd.dns.ripn.net.', 'f.dns.ripn.net.', 'a.dns.ripn.net.', 'b.dns.ripn.net.'}"
"('h.root-servers.net', 'br')","{'a.dns.br.', 'd.dns.br.', 'f.dns.br.', 'b.dns.br.', 'c.dns.br.', 'e.dns.br.'}"
"('f.root-servers.net', 'host')","{'d.nic.host.', 'c.nic.host.', 'a.nic.host.', 'b.nic.host.'}"
"('b1.mynic.my.', 'edu.my')","{'b1.mynic.my.', 'ns30.cdns.net.', 'ns2.cuhk.edu.hk.', 'b.mynic.net.my.'}"
"('k.root-servers.net', 'nu')","{'c.ns.nu.', 'a.ns.nu.', 'b.ns.nu.', 'z.ns.nu.', 'y.ns.nu.', 'd.ns.nu.'}"
"('l.root-servers.net', 'uy')","{'a.nic.uy.', 'ns1.anteldata.com.uy.', 'ns.dns.br.', 'ns2.anteldata.com.uy.', 'd.nic.uy.', 'b.nic.uy.', 'ns3.nic.mx.', 'sns-pb.isc.org.'}"
"('b.gtld-servers.net.', 'roodo.com')","{'ns2.youthwant.com.tw.', 'ns1.youthwant.com.tw.'}"
"('ns21.nic.tr.', 'edu.tr')","{'lns41.nic.tr.', 'lns5.nic.tr.', 'lns22.nic.tr.', 'lns21.nic.tr.', 'lns42.nic.tr.'}"
"('ns-ug.afrinic.net.', 'co.ug')",{'root.eahd.or.ug.'}
"('b.root-servers.net', 'pl')","{'f-dns.pl.', 'a-dns.pl.', 'b-dns.pl.', 'c-dns.pl.', 'i-dns.pl.', 'e-dns.pl.', 'g-dns.pl.', 'h-dns.pl.', 'd-dns.pl.'}"
"('k.root-servers.net', 'football')","{'demand.beta.aridns.net.au.', 'demand.alpha.aridns.net.au.', 'demand.gamma.aridns.net.au.', 'demand.delta.aridns.net.au.'}"
"('f.root-servers.net', 'th')","{'b.thains.co.th.', 'ns.thnic.net.', 'sfba.sns-pb.isc.org.', 'c.thains.co.th.', 'ams.sns-pb.isc.org.', 'a.thains.co.th.', 'p.thains.co.th.'}"
"('dnsd.nic.vip.', 'vip')","{'dnsb.nic.vip.', 'dnsc.nic.vip.', 'dns1.nic.vip.', 'dns3.nic.vip.', 'dnsd.nic.vip.', 'dns4.nic.vip.', 'dnsa.nic.vip.', 'dns2.nic.vip.'}"
"('a.root-servers.net', 'ma')","{'ns1.registre.ma.', 'ns3.registre.ma.', 'ns4.registre.ma.', 'ns2.nic.fr.', 'ns2.registre.ma.', 'dns.inria.fr.', 'sns-pb.isc.org.'}"
"('f.root-servers.net', 'st')","{'dns-us.st.', 'dns-au.st.', 'dns-st.bahnhof.net.', 'ns1.bahnhof.net.'}"
"('j.root-servers.net', 'int')","{'ns.uu.net.', 'x.iana-servers.net.', 'y.iana-servers.net.', 'sec2.authdns.ripe.net.', 'z.iana-servers.net.', 'ns0.ja.net.'}"
"('h-dns.pl.', 'edu.pl')","{'f-dns.pl.', 'a-dns.pl.', 'b-dns.pl.', 'i-dns.pl.', 'e-dns.pl.', 'g-dns.pl.', 'h-dns.pl.', 'd-dns.pl.'}"
"('ns40.nba.com.', 'nba.com')","{'ns60.nba.com.', 'ns50.nba.com.', 'ns40.nba.com.'}"
"('e.root-servers.net', 'host')","{'d.nic.host.', 'c.nic.host.', 'a.nic.host.', 'b.nic.host.'}"
